address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,business_id,name,byob,bikeparking,businessacceptsbitcoin,businessacceptscreditcards,byappointmentonly,caters,coatcheck,corkage,dogsallowed,drivethru,goodfordancing,goodforkids,happyhour,hastv,open24hours,outdoorseating,restaurantscounterservice,restaurantsdelivery,restaurantsgoodforgroups,restaurantsreservations,restaurantstableservice,restaurantstakeout,smoking,wheelchairaccessible,alcohol_false,alcohol_beer_and_wine,alcohol_full_bar,byobcorkage_false,byobcorkage_yes_corkage,byobcorkage_yes_free,noiselevel_average,noiselevel_loud,noiselevel_quiet,noiselevel_very_loud,restaurantsattire_casual,restaurantsattire_dressy,restaurantsattire_formal,restaurantsattire_no_dress_code,restaurantspricerange2_$10_and_under,restaurantspricerange2_$11_to_30,restaurantspricerange2_$31_to_60,restaurantspricerange2_$61_and_over,wifi_false,wifi_free,wifi_paid
4 Crescent Road,Toronto,ON,M4W 1S9,43.6771222328,-79.3892097143,4.5,335,1,lDpVyjENOz_qbxbRoyBi8w,Black Camel,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1010 W Elliot Rd,Tempe,AZ,85284,33.3496394,-111.9551369,3.5,205,1,fckUjXz1GKpafT4x7-MVJA,Olive Garden Italian Restaurant,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
5120 Dixie Road,Mississauga,ON,L4W 4J7,43.6362552034,-79.6233802289,3.5,139,1,RBRPyYuctCRZPF7bNWPyFw,Bamiyan Kabab,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3535 Las Vegas Blvd S,Las Vegas,NV,89109,36.1181654,-115.1706363,2.5,776,0,9wjTzw8bEYOTQJk41V8WQw,Imperial Palace Hotel & Casino,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
5171 Boulevard Saint-Laurent,Montréal,QC,H2T 1R9,45.5238109,-73.5940706,4,51,0,FP-YvQwpYXNPDy-X4AZK9A,Hôtel Herman,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
3645 Las Vegas Blvd S,Las Vegas,NV,89109,36.11386,-115.168798,3,282,1,4Pb7SlTK89uSdqOwMNM35A,Tequila Taqueria,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
842 E Indian School Rd,Phoenix,AZ,85014,33.4951559,-112.0629953,3.5,64,0,mJHoOJH10A-cjtRdQCV6ow,Sacred Hogan Navajo Frybread,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2247 Professor Ave,Cleveland,OH,44113,41.4816154,-81.686368,4.5,83,1,Nkb9_PKgnVYZe8W1y_fBRg,Dante Next Door,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
814 S 3rd St,Las Vegas,NV,89101,36.1620239723,-115.1484273059,4,445,1,cfggUk66F01Av4YWZJXcnA,Eclipse Theaters,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"9848 Rea Rd, Ste G",Charlotte,NC,28277,35.034601981,-80.808465411,4,87,1,sLnT1HcoXAgSGRHlsicpcQ,Zoes Kitchen,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
400 North Dobys Bridge Rd,Fort Mill,SC,29715,35.0066459612,-80.9311130698,4.5,54,1,Xx8GoYjEc0_2Ga37MHp5MA,Sweet Dough,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"1907 E Williams Field Rd, Ste 108",Gilbert,AZ,85295,33.306105,-111.74874,4,217,1,Q85SLzUCh-BANqDUu3ZtiA,Rusty Taco,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
9160 E Indian Bend Rd,Scottsdale,AZ,85250,33.5387649,-111.8848847,3,65,1,iHp2K7dml2CHfhOzdo7wHw,Denny's,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
5835 W Thunderbird Rd,Glendale,AZ,85306,33.6099637,-112.1845721,3,63,1,0J-QM0fIxBNNiSK_n19y9g,Golden Rice Express,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
1001 Belmont Ave,Charlotte,NC,28205,35.2278929,-80.8209316,4.5,529,0,7d7pZlKji6NozhHP1SrVqw,Siggy's Good Food,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"1929 N Power Rd, Ste 101",Mesa,AZ,85205,33.4510401,-111.682255,4,203,1,C6MG3vrloHF8h9PPvZNiJA,Thai Patio,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
350 Bloor St W,Toronto,ON,M5S 1W9,43.6666032,-79.404831,3.5,61,0,d0hNEjOl56Q8NNnYmdBLQA,Real Thailand Restaurant,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"21726 Catawba Ave, Ste B",Cornelius,NC,28031,35.4817329548,-80.8558829635,4,67,1,myPHtskr6HHyjkiey9hCAg,Crafty Burg'r,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
5550 Centre Ave,Pittsburgh,PA,15232,40.4564927,-79.9346055,3,105,1,bsXRu6wXmn_pRAGToCEPjQ,Giant Eagle Market District,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
476 Yonge St,Toronto,ON,M4Y 1X5,43.6624099,-79.3837258,3.5,216,1,bLtC8xJXkd1b6MT0KjnSvw,The Captain's Boil,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2081 Rue Sainte-Catherine,Montréal,QC,H3H 1M6,45.491583,-73.58221,4,82,1,f0-qmnE8BtN2IFgE16lhxA,Mon Ami - Sainte-Catherine,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
7153 E Thomas Rd,Scottsdale,AZ,85251,33.480038,-111.927434,3,53,1,gF_kjG2RU3lKZ7hg6wkVbw,Taco Bell,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"7250 S Durango Dr, Ste 120",Las Vegas,NV,89113,36.056557,-115.278296,5,117,1,7nxsac89cWovMTcj5ZMmOA,Garlic Yuzu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"6428 S Mcclintock Rd, Ste 104",Tempe,AZ,85283,33.3624661,-111.9126201,4,319,1,AtSEe-B2mFmLFHBf4PLTrw,Wildflower,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"430 E Bell Rd, Ste 103",Phoenix,AZ,85022,33.6413097,-112.0681383,4,487,1,lRL7x-HMBscWyELxEVq85w,Caveman Burgers,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
405 Dundas Street W,Toronto,ON,M5T 1G6,43.6535001316,-79.3948590383,4,58,1,xA4QVCgYHhuHoziwQNUWBg,Magical Taste of China,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3700 S Maryland Pkwy,Las Vegas,NV,89119,36.1220125,-115.135496,3,452,1,Ql0iiHl2xpIwtkuC255Wiw,John's Incredible Pizza - Las Vegas,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"3663 Las Vegas Blvd, Ste 600",Las Vegas,NV,89109,36.1082903,-115.1717733,3,276,1,35fWtS1LZkaZ-ooKupJ1XA,Buffalo Wild Wings,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"10403 Park Rd, Ste E",Charlotte,NC,28210,35.0935886,-80.8671511,4,273,1,sPwgafejYVdf8hd4-oDYVg,DD Peckers,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1707 Murray Ave,Pittsburgh,PA,15217,40.4377293,-79.9227349,4,92,1,0r1Ow0HYAAjU7oM_2ePN6g,Bull River Taco,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
484 Dundas St W,Toronto,ON,M5T 1G9,43.6532248,-79.3972469,3.5,383,1,2Q89PhkcyT9uZnQORmqMKg,House of Gourmet,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
7500 E Pinnacle Peak Rd,Scottsdale,AZ,85255,33.6990679,-111.917683,3,62,0,xed6AtBRqx0BpeHLOiEzBg,X-Tapa Joe's,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
6950 Ridge Rd,Parma,OH,44129,41.376432199999996,-81.7354122,3,61,1,6wwz7b5xehEilPx98ZnZtA,Outback Steakhouse,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
350 Butler St,Pittsburgh,PA,15223,40.4961958,-79.9440482,4.5,96,1,1hCKJqPC9uLIXavNKVudAg,Cop Out Pierogies,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3667 Las Vegas Blvd S,Las Vegas,NV,89109,36.110525,-115.172247,3.5,685,1,oDNfrdvMV2Fq0R6vd2XwNw,Koi Restaurant,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
4445 E Thomas Rd,Phoenix,AZ,85018,33.4797954,-111.9854703,2.5,56,1,b5OTjiOjEg_UkmObTVnf2A,Schlotzsky's,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
530 William Penn Pl,Pittsburgh,PA,15219,40.4405948,-79.9965989,3.5,94,1,VkeVbH5zcm0MBKuKtytGKw,Terrace Room,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
1262 Danforth Avenue,Toronto,ON,M4J 1M6,43.6819991223,-79.330737479,4.5,132,1,lIEahf71RLPJ_rFBJ5fqzQ,Sala Modern Thai Kitchen & Bar,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3930 E Camelback Rd,Phoenix,AZ,85018,33.5102829,-111.9962639,4.5,205,1,in3zjiaLpNzr9G3K35gAJQ,Vincent Market Bistro,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"1770 Festival Plaza Dr, Ste 190",Las Vegas,NV,89135,36.1522311879,-115.3328960995,3.5,335,0,iBlQvqiy5Rg2h-y9TS1yOA,Casa Del Matador,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
118 The Esplanade,Toronto,ON,M5E 1A9,43.6481186,-79.3719852,4,53,0,cSSgeQQOz2modfT7zTHJHQ,Pastizza,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1960 Rock Springs,Las Vegas,NV,89128,36.1956653,-115.2465057,4,221,1,-Bf8BQ3yMk8U2f45r2DRKw,In-N-Out Burger,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2400 W Sahara Ave,Las Vegas,NV,89102,36.1445695979,-115.175451995,3,181,1,SZD6OTT1cc-ZznfAoyKudw,Culichi Town,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"601 S 6th St, Ste 101",Champaign,IL,61820,40.1113775415,-88.2304946461,4,79,1,dtKy808TwAgtOcwSCbXFJw,Jipbap Taste of Korea,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3114 E Camelback Rd,Phoenix,AZ,85016,33.5108093,-112.0153503,4,174,1,HEOhtDZgK0CFhwR9shDU_g,Keegan's Grill,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"960 W University Dr, Ste 116",Tempe,AZ,85281,33.4227278,-111.9514573,2.5,107,1,G7Ull-QUaNXyPwtEErHZ8g,Mr. Hunan,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
5500 Walnut St,Pittsburgh,PA,15232,40.4509831,-79.93355,4,275,1,mRZCTkOgDc28VWYMvo3nVQ,Shady Grove,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"2548 Wigwam Pkwy., Suite 140",Henderson,NV,89074,36.0352661982,-115.0982050482,4,82,1,aVxhELj5r4oOKOw7p4JqcQ,Big Apple Bagels Xpress,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
1104 Victoria Park Avenue,Toronto,ON,M4B 2K3,43.707776,-79.296167,4,56,1,N6CJerqD19UIZ51J7-hgDQ,Gingerman Restaurant,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"3545 S Fort Apache Rd, Ste 110",Las Vegas,NV,89147,36.125653,-115.298013,3.5,195,1,dblGQtHAzNy1ACis1m2shw,New York Chinese Restaurant,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
"9400 S Eastern Ave, Ste 106B",Las Vegas,NV,89123,36.0180731813,-115.1179540157,3.5,71,0,zt9RLUIU32fZYOBh2L0NNQ,Inka Grill,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
"2300 E Desert Inn Rd, Ste 11",Las Vegas,NV,89169,36.130055937,-115.1199415013,4.5,122,1,qjyOjCHG9lOkZnAa8jIQ1g,Master Donuts,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
4821 N Scottsdale Rd,Scottsdale,AZ,85251,33.5066042,-111.9257002,4.5,445,1,o86OGfW63bVqWkIrvxcEQQ,Postino Highland,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
825 1 Avenue NE,Calgary,AB,T2E 0C4,51.0531605,-114.0440987,4.5,512,1,5aK167zvZhGs_i7Vf4A1NQ,OEB Breakfast Co. | Bridgeland,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"7480 W Bell Rd, Ste 108",Glendale,AZ,85308,33.6400134,-112.2196334,3.5,431,1,oUJXPurI_LFTZhRCZcRNcg,Zero Degrees,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
102-5149 Country Hills Boulevard,Calgary,AB,T3A 5K8,51.1377194607,-114.1596595275,3,61,1,eLF59Mc9s8JF4UPIjgdrTA,Famoso Neapolitan Pizzeria,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
132 E Main St,Carnegie,PA,15106,40.407761,-80.086108,4.5,142,1,jhGbILmSQ2TQvpJWug49Ew,Carnegie Coffee Company,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
115 Yorkville Avenue,Toronto,ON,M5R 1C1,43.6707754,-79.3928442,3,51,0,dqXWQSaNMKf9fimx_AT31w,Remy's Restaurant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
10400 E Independence Blvd.,Matthews,NC,28105,35.1285359337,-80.7089330397,3.5,172,1,SQEA7XcYZ6ygpuSnCSy1IQ,Texas Roadhouse,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"7315 W Warm Springs Rd, Ste 100",Las Vegas,NV,89113,36.055391,-115.251739,5,57,1,9fUCrtgpHsC14bp8-uhfmQ,Citrus Grill & Hookah,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1 Main St,Las Vegas,NV,89101,36.1721156,-115.1469038,3,61,1,OgIC-LEnB_zHZuzlZkvzIw,Brightside Breakfast & Burgers,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1420 Rue Peel,Montréal,QC,H3A 1S8,45.500173,-73.573649,2.5,145,1,S3qs5ZAZgqDvM88jj17hbQ,Carlos & Pepe's,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1834 W 25th St,Cleveland,OH,44113,41.4862118,-81.7049702,3.5,107,0,7xmuQuhpzBlkkSbWePFeVQ,Orale! Kitchen,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"5632 N 7th St, Ste 120",Phoenix,AZ,85014,33.519577,-112.065351,4.5,368,0,csy-xJWM68SXabizUIhucA,Little Cleo's Seafood Legend,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
10 College Street,Toronto,ON,M5G 1K2,43.6614620733,-79.3836429193,3.5,280,1,3xUoXuEgJhHlSgBsSfKeCQ,W Burger Bar,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
326 College Street,Toronto,ON,M5T 1S3,43.6576393,-79.4026451,3.5,112,1,WRj8rLeJpU49wqU9EmZLEg,Fancy Franks,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
4500 W Tropicana Ave,Las Vegas,NV,89103,36.102841,-115.201787,4,208,1,2m4092MsMzEHkuxodaj6-g,Ondori Asian Kitchen,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
110 Market St,Sun Prairie,WI,53590,43.182386,-89.2114354,3,127,1,2U-BRvnR9IGb61-GnIshLw,Market Street Diner,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
6435 S Decatur Blvd,Las Vegas,NV,89118,36.0732079,-115.2085074,3.5,799,1,oEkOj9NXJFrjFn3NBB_jpA,Rhythm Kitchen,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2512 N Prospect Ave,Champaign,IL,61822,40.1461642295,-88.2573525164,4,66,1,g5Lv61xQ_lTD2dU9QIJfeg,CoreLife Eatery,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7810 Las Vegas Blvd S,Las Vegas,NV,89123,36.0476105637,-115.1717244293,2.5,55,1,7VWtmHsd4HSNDkF5f5xnng,Burger King,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"2330 N Alma School Rd, Ste 130",Chandler,AZ,85224,33.3400004,-111.8601398,3.5,298,1,PuB-oSX_fMh0822kChScrA,Ninja Japanese Restaurant,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3118 Fincher Farm Rd,Matthews,NC,28105,35.081703,-80.729289,3.5,121,1,2KpyT9ZN2qtj1n3TX_bzYQ,Char Bar No 7,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
5030 Maingate Drive,Mississauga,ON,L4W 1N5,43.6297366,-79.6280594,4,91,1,NXfCozLRBvh33RanJ2i5Jg,Shandra's Roti Shop,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2030 Eglinton Avenue W,Toronto,ON,M6E 2K3,43.6945463,-79.4561394,4.5,58,1,kiGc-yk1z1JgqTq7t6CcwA,Zuki Japanese Restaurant,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
4725 Spring Mountain Rd,Las Vegas,NV,89102,36.1254098,-115.2052654,4.5,163,1,94c68u2I7X6YK54hrjy7FQ,Co Anh Sandwich & Noodle Kitchen,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3200 Las Vegas Blvd S,Las Vegas,NV,89109,36.127644,-115.168356,4,968,1,pLMPpaJ7whp86uL_3ezwMg,Stripburger and Chicken,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1008 E Camelback Rd,Phoenix,AZ,85014,33.50951,-112.060238,3.5,678,1,dUffgo9Lh_Vk9TLuFR5ywg,Oregano's Pizza Bistro,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"3450 W Chandler Blvd, Ste 9",Chandler,AZ,85226,33.3058201,-111.9007671,3.5,79,0,GwptTXKGL5QGwDlSMN82ZQ,Thai Cafe,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
